שם תחנה,מספר תחנה,תאריך,טמפרטורת מקסימום(C°),טמפרטורת מינימום(C°),טמפרטורת מינימום ליד הקרקע(C°)
בית דגן                                           ,2523,06-08-2008,31.3,21.0,20.4
בית דגן                                           ,2523,07-08-2008,31.7,20.5,19.6
בית דגן                                           ,2523,08-08-2008,31.9,22.9,22.3
בית דגן                                           ,2523,09-08-2008,31.3,24.5,24.5
בית דגן                                           ,2523,10-08-2008,31.5,23.3,22.1
בית דגן                                           ,2523,11-08-2008,31.8,22.3,21.7
בית דגן                                           ,2523,12-08-2008,31.9,23.5,22.5
בית דגן                                           ,2523,13-08-2008,31.2,22.8,22.0
בית דגן                                           ,2523,14-08-2008,31.6,21.9,21.3
בית דגן                                           ,2523,15-08-2008,31.8,23.6,23.5
בית דגן                                           ,2523,16-08-2008,33.4,22.5,21.7
בית דגן                                           ,2523,17-08-2008,32.1,21.4,20.9
בית דגן                                           ,2523,18-08-2008,32.2,23.8,22.4
בית דגן                                           ,2523,19-08-2008,31.9,24.9,24.2
בית דגן                                           ,2523,20-08-2008,32.0,24.0,23.3
בית דגן                                           ,2523,21-08-2008,31.9,25.4,25.4
בית דגן                                           ,2523,22-08-2008,31.8,24.9,24.9
בית דגן                                           ,2523,23-08-2008,31.6,24.7,24.3
בית דגן                                           ,2523,24-08-2008,31.7,25.3,25.2
בית דגן                                           ,2523,25-08-2008,31.8,23.8,22.8
בית דגן                                           ,2523,26-08-2008,32.5,23.2,22.5
בית דגן                                           ,2523,27-08-2008,32.2,25.2,24.3
בית דגן                                           ,2523,28-08-2008,32.5,24.1,23.4
בית דגן                                           ,2523,29-08-2008,32.4,25.4,24.9
בית דגן                                           ,2523,30-08-2008,32.0,24.3,23.6
בית דגן                                           ,2523,31-08-2008,31.8,24.5,23.8
בית דגן                                           ,2523,01-09-2008,31.1,23.7,22.8
בית דגן                                           ,2523,02-09-2008,31.0,24.0,23.1
בית דגן                                           ,2523,03-09-2008,31.0,23.3,22.6
בית דגן                                           ,2523,04-09-2008,31.1,23.7,23.2
בית דגן                                           ,2523,05-09-2008,31.8,27.1,27.0
בית דגן                                           ,2523,06-09-2008,31.3,24.8,24.4
בית דגן                                           ,2523,07-09-2008,31.3,23.3,22.3
בית דגן                                           ,2523,08-09-2008,31.0,22.1,20.9
בית דגן                                           ,2523,09-09-2008,30.7,21.3,20.7
בית דגן                                           ,2523,10-09-2008,31.4,22.5,21.6
בית דגן                                           ,2523,11-09-2008,31.7,20.6,19.5
בית דגן                                           ,2523,12-09-2008,30.5,19.1,18.3
בית דגן                                           ,2523,13-09-2008,30.2,21.3,20.5
בית דגן                                           ,2523,14-09-2008,30.9,22.2,21.2
בית דגן                                           ,2523,15-09-2008,30.5,20.9,19.8
בית דגן                                           ,2523,16-09-2008,31.4,21.4,20.5
בית דגן                                           ,2523,17-09-2008,31.8,22.3,21.6
בית דגן                                           ,2523,18-09-2008,31.6,21.2,20.2
בית דגן                                           ,2523,19-09-2008,31.1,21.4,20.4
בית דגן                                           ,2523,20-09-2008,29.8,20.1,19.4
בית דגן                                           ,2523,21-09-2008,31.4,18.3,16.8
בית דגן                                           ,2523,22-09-2008,33.4,19.6,18.4
בית דגן                                           ,2523,23-09-2008,29.9,22.3,20.6
בית דגן                                           ,2523,24-09-2008,29.0,20.2,18.9
בית דגן                                           ,2523,25-09-2008,32.2,18.2,16.8
בית דגן                                           ,2523,26-09-2008,30.9,23.8,22.2
בית דגן                                           ,2523,27-09-2008,29.0,24.1,22.9
בית דגן                                           ,2523,28-09-2008,29.2,20.3,18.8
בית דגן                                           ,2523,29-09-2008,31.1,19.8,18.5
בית דגן                                           ,2523,30-09-2008,28.0,24.2,23.1
בית דגן                                           ,2523,01-10-2008,27.5,18.6,17.1
בית דגן                                           ,2523,02-10-2008,27.6,19.0,18.0
בית דגן                                           ,2523,03-10-2008,28.5,17.1,15.6
בית דגן                                           ,2523,04-10-2008,31.2,17.4,16.4
בית דגן                                           ,2523,05-10-2008,31.8,18.9,17.4
בית דגן                                           ,2523,06-10-2008,29.3,19.9,18.8
בית דגן                                           ,2523,07-10-2008,28.2,21.6,20.6
בית דגן                                           ,2523,08-10-2008,27.5,18.2,17.1
בית דגן                                           ,2523,09-10-2008,27.2,17.3,16.1
בית דגן                                           ,2523,10-10-2008,27.5,17.6,16.7
בית דגן                                           ,2523,11-10-2008,27.7,16.6,15.4
בית דגן                                           ,2523,12-10-2008,28.1,17.2,16.1
בית דגן                                           ,2523,13-10-2008,29.4,16.3,15.0
בית דגן                                           ,2523,14-10-2008,32.2,18.8,17.8
בית דגן                                           ,2523,15-10-2008,27.9,21.6,20.8
בית דגן                                           ,2523,16-10-2008,27.6,16.6,15.2
בית דגן                                           ,2523,17-10-2008,26.9,16.4,14.7
בית דגן                                           ,2523,18-10-2008,27.5,15.7,14.5
בית דגן                                           ,2523,19-10-2008,28.6,19.4,18.1
בית דגן                                           ,2523,20-10-2008,28.8,20.0,18.5
בית דגן                                           ,2523,21-10-2008,27.8,18.9,17.6
בית דגן                                           ,2523,22-10-2008,27.2,18.1,16.9
