שם תחנה,מספר תחנה,תאריך,טמפרטורת מקסימום(C°),טמפרטורת מינימום(C°)
בית דגן                                           ,2523,20-12-2008,21.5,9.6
בית דגן                                           ,2523,21-12-2008,21.0,13.6
בית דגן                                           ,2523,22-12-2008,18.5,14.5
בית דגן                                           ,2523,23-12-2008,17.9,12.3
בית דגן                                           ,2523,24-12-2008,16.7,11.7
בית דגן                                           ,2523,25-12-2008,16.3,11.7
בית דגן                                           ,2523,26-12-2008,16.3,10.8
בית דגן                                           ,2523,27-12-2008,17.1,6.9
בית דגן                                           ,2523,28-12-2008,19.8,6.7
בית דגן                                           ,2523,29-12-2008,17.8,8.5
בית דגן                                           ,2523,30-12-2008,19.2,12.0
בית דגן                                           ,2523,31-12-2008,17.0,11.9
בית דגן                                           ,2523,01-01-2009,12.7,9.3
בית דגן                                           ,2523,02-01-2009,14.6,3.5
בית דגן                                           ,2523,03-01-2009,18.3,6.8
בית דגן                                           ,2523,04-01-2009,18.1,3.2
בית דגן                                           ,2523,05-01-2009,19.6,9.2
בית דגן                                           ,2523,06-01-2009,20.5,4.5
בית דגן                                           ,2523,07-01-2009,20.1,4.7
בית דגן                                           ,2523,08-01-2009,19.2,11.5
בית דגן                                           ,2523,09-01-2009,18.8,8.9
בית דגן                                           ,2523,10-01-2009,19.7,6.4
בית דגן                                           ,2523,11-01-2009,19.6,11.4
בית דגן                                           ,2523,12-01-2009,15.7,6.5
בית דגן                                           ,2523,13-01-2009,17.0,3.4
בית דגן                                           ,2523,14-01-2009,20.1,2.3
בית דגן                                           ,2523,15-01-2009,23.9,5.5
בית דגן                                           ,2523,16-01-2009,22.1,5.2
בית דגן                                           ,2523,17-01-2009,20.6,8.0
בית דגן                                           ,2523,18-01-2009,19.3,12.1
בית דגן                                           ,2523,19-01-2009,18.7,8.8
בית דגן                                           ,2523,20-01-2009,19.2,9.3
בית דגן                                           ,2523,21-01-2009,22.6,6.9
בית דגן                                           ,2523,22-01-2009,24.7,6.9
בית דגן                                           ,2523,23-01-2009,23.3,13.6
בית דגן                                           ,2523,24-01-2009,18.6,12.6
בית דגן                                           ,2523,25-01-2009,20.7,8.0
בית דגן                                           ,2523,26-01-2009,22.2,8.4
בית דגן                                           ,2523,27-01-2009,20.7,10.1
בית דגן                                           ,2523,28-01-2009,22.7,9.0
בית דגן                                           ,2523,29-01-2009,20.4,9.9
בית דגן                                           ,2523,30-01-2009,18.5,9.9
בית דגן                                           ,2523,31-01-2009,18.5,10.4
בית דגן                                           ,2523,01-02-2009,17.8,10.7
בית דגן                                           ,2523,02-02-2009,19.4,8.2
בית דגן                                           ,2523,03-02-2009,21.6,7.5
