"year","district","household_questionnaire_id","days_in_a_season_pump_use_s_p1","hours_per_day_use_s__p_1","days_in_a_season_pump_use_s_p2","hours_per_day_use_s__p_2","days_in_a_season_pump_use_s_p3","hours_per_day_use_s__p_3","days_in_a_season_pump_use_m_p1","hours_per_day_use_m__p_1","days_in_a_season_pump_use_m_p2","hours_per_day_use_m__p_2","days_in_a_season_pump_use_m_p3","hours_per_day_use_m__p_3","days_in_a_season_pump_use_w_p1","hours_per_day_use_w__p_1","days_in_a_season_pump_use_w_p2","hours_per_day_use_w__p_2","days_in_a_season_pump_use_w_p3","hours_per_day_use_w__p_3","TreatmentControl","TC","ps1","ps2","ps3","pm1","pm2","pm3","pw1","pw2","pw3","Summer_hr","Monsoon_hr","Winter_hr","Yearly_hr","p1_hr","p2_hr","p3_hr","days_monsoon","days_winter","days_summer","days_year","days_p1","days_p2","days_p3"
2018,"RSB","T307103092",25,6,NA,NA,NA,NA,13,4,NA,NA,NA,NA,30,8,NA,NA,NA,NA,"Control",NA,150,NA,NA,52,NA,NA,240,NA,NA,150,52,240,442,442,NA,NA,13,30,25,68,68,NA,NA
2018,"RSB","T304905099",60,7,NA,NA,NA,NA,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,420,NA,NA,75,NA,NA,NA,NA,NA,420,75,NA,495,495,NA,NA,15,NA,60,75,75,NA,NA
2018,"RSB","T308603106",25,8,NA,NA,NA,NA,5,7,NA,NA,NA,NA,10,4,NA,NA,NA,NA,"Control",NA,200,NA,NA,35,NA,NA,40,NA,NA,200,35,40,275,275,NA,NA,5,10,25,40,40,NA,NA
2018,"RSB","T300902111",60,11,NA,NA,NA,NA,60,9,NA,NA,NA,NA,10,8,NA,NA,NA,NA,"Control",NA,660,NA,NA,540,NA,NA,80,NA,NA,660,540,80,1280,1280,NA,NA,60,10,60,130,130,NA,NA
2018,"RSB","T300509098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T307001096",15,5,NA,NA,NA,NA,20,5,NA,NA,NA,NA,5,5,NA,NA,NA,NA,"Control",NA,75,NA,NA,100,NA,NA,25,NA,NA,75,100,25,200,200,NA,NA,20,5,15,40,40,NA,NA
2018,"RSB","T308601105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T307005097",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T301602107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T301907112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T304901100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T304905101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T304906102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T302409104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T307103093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T307705126",10,16,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,160,NA,NA,10,NA,NA,NA,NA,NA,160,10,NA,170,170,NA,NA,2,NA,10,12,12,NA,NA
2018,"RSB","T307003117",12,7,NA,NA,NA,NA,10,5,NA,NA,NA,NA,15,10,NA,NA,NA,NA,"Control",NA,84,NA,NA,50,NA,NA,150,NA,NA,84,50,150,284,284,NA,NA,10,15,12,37,37,NA,NA
2018,"RSB","T305007121",10,8,NA,NA,NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,80,NA,NA,24,NA,NA,NA,NA,NA,80,24,NA,104,104,NA,NA,4,NA,10,14,14,NA,NA
2018,"RSB","T305004118",15,5,10,6,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,75,60,NA,25,NA,NA,NA,NA,NA,135,25,NA,160,100,60,NA,5,NA,25,30,20,10,NA
2018,"RSB","T305006119",8,6,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,48,NA,NA,15,NA,NA,NA,NA,NA,48,15,NA,63,63,NA,NA,3,NA,8,11,11,NA,NA
2018,"RSB","T304707129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T307006116",3,5,20,10,NA,NA,15,15,10,7,NA,NA,15,12,10,7,NA,NA,"Control",NA,15,200,NA,225,70,NA,180,70,NA,215,295,250,760,420,340,NA,25,25,23,73,33,40,NA
2018,"RSB","T304802122",8,8,NA,NA,NA,NA,20,3,NA,NA,NA,NA,30,3,NA,NA,NA,NA,"Treatment",1,64,NA,NA,60,NA,NA,90,NA,NA,64,60,90,214,214,NA,NA,20,30,8,58,58,NA,NA
2018,"RSB","T302004124",20,9,NA,NA,NA,NA,7,6,NA,NA,NA,NA,5,5,NA,NA,NA,NA,"Control",NA,180,NA,NA,42,NA,NA,25,NA,NA,180,42,25,247,247,NA,NA,7,5,20,32,32,NA,NA
2018,"RSB","T307003115",10,10,NA,NA,NA,NA,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,100,NA,NA,30,NA,NA,NA,NA,NA,100,30,NA,130,130,NA,NA,3,NA,10,13,13,NA,NA
2018,"RSB","T306708132",16,12,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,192,NA,NA,25,NA,NA,NA,NA,NA,192,25,NA,217,217,NA,NA,5,NA,16,21,21,NA,NA
2018,"RSB","T304705128",15,8,NA,NA,NA,NA,20,5,NA,NA,NA,NA,10,6,NA,NA,NA,NA,"Control",NA,120,NA,NA,100,NA,NA,60,NA,NA,120,100,60,280,280,NA,NA,20,10,15,45,45,NA,NA
2018,"RSB","T307705125",20,8,NA,NA,NA,NA,8,8,NA,NA,NA,NA,5,5,NA,NA,NA,NA,"Control",NA,160,NA,NA,64,NA,NA,25,NA,NA,160,64,25,249,249,NA,NA,8,5,20,33,33,NA,NA
2018,"RSB","T302608007",6,6,NA,NA,NA,NA,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,36,NA,NA,28,NA,NA,NA,NA,NA,36,28,NA,64,64,NA,NA,4,NA,6,10,10,NA,NA
2018,"RSB","T302606012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T309009013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T302608003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T300409001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T300404011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T300601005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T302607006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T302609002",4,25,NA,NA,NA,NA,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,100,NA,NA,50,NA,NA,NA,NA,NA,100,50,NA,150,150,NA,NA,2,NA,4,6,6,NA,NA
2018,"RSB","T309303010",8,2,20,4,NA,NA,7,1,14,4,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,16,80,NA,7,56,NA,NA,NA,NA,96,63,NA,159,23,136,NA,21,NA,28,49,15,34,NA
2018,"RSB","T303603009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T302602008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T309304113",3,5,NA,NA,NA,NA,20,5,NA,NA,NA,NA,10,7,NA,NA,NA,NA,"Control",NA,15,NA,NA,100,NA,NA,70,NA,NA,15,100,70,185,185,NA,NA,20,10,3,33,33,NA,NA
2018,"RSB","T307001095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T300901091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treatment",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T307808108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T304707109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T301906103",45,5,40,5,NA,NA,30,5,20,5,NA,NA,40,5,20,6,NA,NA,"Control",NA,225,200,NA,150,100,NA,200,120,NA,425,250,320,995,575,420,NA,50,60,85,195,115,80,NA
2018,"RSB","T301808002",5,8,NA,NA,NA,NA,15,10,NA,NA,NA,NA,15,12,NA,NA,NA,NA,"Control",NA,40,NA,NA,150,NA,NA,180,NA,NA,40,150,180,370,370,NA,NA,15,15,5,35,35,NA,NA
2018,"RSB","T301106005",6,20,6,18,NA,NA,4,21,5,19,NA,NA,9,22,5,18,NA,NA,"Control",NA,120,108,NA,84,95,NA,198,90,NA,228,179,288,695,402,293,NA,9,14,12,35,19,16,NA
2018,"RSB","T307408001",5,10,6,13,NA,NA,10,16,12,15,NA,NA,10,18,18,17,NA,NA,"Control",NA,50,78,NA,160,180,NA,180,306,NA,128,340,486,954,390,564,NA,22,28,11,61,25,36,NA
2018,"RSB","T303505004",6,19,7,18,6,18,8,18,6,20,7,22,8,20,9,19,7,21,"Control",NA,114,126,108,144,120,154,160,171,147,348,418,478,1244,418,417,409,21,24,19,64,22,22,20
2018,"RSB","T302501007",6,18,NA,NA,NA,NA,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,108,NA,NA,60,NA,NA,NA,NA,NA,108,60,NA,168,168,NA,NA,4,NA,6,10,10,NA,NA
2018,"RSB","T303906006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T304308003",5,13,6,12,5,14,2,12,2,13,2,11,NA,NA,NA,NA,NA,NA,"Control",NA,65,72,70,24,26,22,NA,NA,NA,207,72,NA,279,89,98,92,6,NA,16,22,7,8,7
2018,"RSB","T305001120",20,10,NA,NA,NA,NA,5,7,NA,NA,NA,NA,30,12,NA,NA,NA,NA,"Treatment",1,200,NA,NA,35,NA,NA,360,NA,NA,200,35,360,595,595,NA,NA,5,30,20,55,55,NA,NA
2018,"RSB","T304802123",5,7,NA,NA,NA,NA,15,4,NA,NA,NA,NA,20,5,NA,NA,NA,NA,"Treatment",1,35,NA,NA,60,NA,NA,100,NA,NA,35,60,100,195,195,NA,NA,15,20,5,40,40,NA,NA
2018,"RSB","T305001121",5,12,NA,NA,NA,NA,20,10,NA,NA,NA,NA,45,10,NA,NA,NA,NA,"Control",NA,60,NA,NA,200,NA,NA,450,NA,NA,60,200,450,710,710,NA,NA,20,45,5,70,70,NA,NA
2018,"RSB","T304706130",20,5,20,3,NA,NA,25,5,20,3,NA,NA,30,6,30,2,NA,NA,"Control",NA,100,60,NA,125,60,NA,180,60,NA,160,185,240,585,405,180,NA,45,60,40,145,75,70,NA
2018,"RSB","T304706131",15,8,NA,NA,NA,NA,20,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,120,NA,NA,120,NA,NA,NA,NA,NA,120,120,NA,240,240,NA,NA,20,NA,15,35,35,NA,NA
2018,"RSB","T304702127",5,8,NA,NA,NA,NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,40,NA,NA,16,NA,NA,NA,NA,NA,40,16,NA,56,56,NA,NA,2,NA,5,7,7,NA,NA
2018,"RSB","T300406135",4,4,10,5,NA,NA,15,5,10,5,NA,NA,20,5,10,5,NA,NA,"Treatment",1,16,50,NA,75,50,NA,100,50,NA,66,125,150,341,191,150,NA,25,30,14,69,39,30,NA
2018,"RSB","T300406089",10,5,NA,NA,NA,NA,15,6,NA,NA,NA,NA,20,5,NA,NA,NA,NA,"Treatment",1,50,NA,NA,90,NA,NA,100,NA,NA,50,90,100,240,240,NA,NA,15,20,10,45,45,NA,NA
2018,"RSB","T301503134",10,5,NA,NA,NA,NA,20,5,NA,NA,NA,NA,30,5,NA,NA,NA,NA,"Control",NA,50,NA,NA,100,NA,NA,150,NA,NA,50,100,150,300,300,NA,NA,20,30,10,60,60,NA,NA
2018,"RSB","T304705090",2,5,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,10,NA,NA,10,NA,NA,NA,NA,NA,10,10,NA,20,20,NA,NA,2,NA,2,4,4,NA,NA
2018,"RSB","T305004088",10,10,NA,NA,NA,NA,10,10,NA,NA,NA,NA,30,24,NA,NA,NA,NA,"Control",NA,100,NA,NA,100,NA,NA,720,NA,NA,100,100,720,920,920,NA,NA,10,30,10,50,50,NA,NA
2018,"RSB","T301503081",25,8,10,4,NA,NA,10,5,7,4,NA,NA,8,5,8,5,NA,NA,"Control",NA,200,40,NA,50,28,NA,40,40,NA,240,78,80,398,290,108,NA,17,16,35,68,43,25,NA
2018,"RSB","T303907079",4,8,NA,NA,NA,NA,7,6,NA,NA,NA,NA,7,8,NA,NA,NA,NA,"Control",NA,32,NA,NA,42,NA,NA,56,NA,NA,32,42,56,130,130,NA,NA,7,7,4,18,18,NA,NA
2018,"RSB","T301502085",5,5,NA,NA,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,25,NA,NA,12,NA,NA,NA,NA,NA,25,12,NA,37,37,NA,NA,2,NA,5,7,7,NA,NA
2018,"RSB","T301001084",7,5,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,35,NA,NA,9,NA,NA,NA,NA,NA,35,9,NA,44,44,NA,NA,3,NA,7,10,10,NA,NA
2018,"RSB","T304807087",3,5,1,5,NA,NA,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,15,5,NA,6,6,NA,NA,NA,NA,20,12,NA,32,21,11,NA,2,NA,4,6,4,2,NA
2018,"RSB","T304804086",3,7,NA,NA,NA,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,21,NA,NA,10,NA,NA,NA,NA,NA,21,10,NA,31,31,NA,NA,1,NA,3,4,4,NA,NA
2018,"RSB","T304808083",7,8,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,56,NA,NA,30,NA,NA,NA,NA,NA,56,30,NA,86,86,NA,NA,6,NA,7,13,13,NA,NA
2018,"RSB","T304808082",8,5,8,5,NA,NA,2,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,40,40,NA,10,10,NA,NA,NA,NA,80,20,NA,100,50,50,NA,4,NA,16,20,10,10,NA
2018,"RSB","T301503080",5,5,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,25,NA,NA,16,NA,NA,NA,NA,NA,25,16,NA,41,41,NA,NA,4,NA,5,9,9,NA,NA
2018,"RSB","T305105014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T309006004",7,25,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,175,NA,NA,10,NA,NA,NA,NA,NA,175,10,NA,185,185,NA,NA,2,NA,7,9,9,NA,NA
2018,"RSB","T305102015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T309504024",10,20,6,40,NA,NA,16,15,4,40,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,200,240,NA,240,160,NA,NA,NA,NA,440,400,NA,840,440,400,NA,20,NA,16,36,26,10,NA
2018,"RSB","T302608050",6,12,NA,NA,NA,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,72,NA,NA,65,NA,NA,NA,NA,NA,72,65,NA,137,137,NA,NA,5,NA,6,11,11,NA,NA
2018,"RSB","T300401028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T305104033",3,10,NA,NA,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,30,NA,NA,7,NA,NA,NA,NA,NA,30,7,NA,37,37,NA,NA,1,NA,3,4,4,NA,NA
2018,"RSB","T300607023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T305404025",6,13,NA,NA,NA,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,78,NA,NA,50,NA,NA,NA,NA,NA,78,50,NA,128,128,NA,NA,5,NA,6,11,11,NA,NA
2018,"RSB","T309904032",10,6,NA,NA,NA,NA,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,60,NA,NA,20,NA,NA,NA,NA,NA,60,20,NA,80,80,NA,NA,2,NA,10,12,12,NA,NA
2018,"RSB","T300603032",25,5,NA,NA,NA,NA,18,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,125,NA,NA,180,NA,NA,NA,NA,NA,125,180,NA,305,305,NA,NA,18,NA,25,43,43,NA,NA
2018,"RSB","T301911010",80,5,80,6,80,5,60,3,80,6,80,6,65,3,75,5,80,7,"Treatment",1,400,480,400,180,480,480,195,375,560,1280,1140,1130,3550,775,1335,1440,220,220,240,680,205,235,240
2018,"RSB","T306004001",5,5,NA,NA,NA,NA,15,6,NA,NA,NA,NA,15,5,NA,NA,NA,NA,"Treatment",1,25,NA,NA,90,NA,NA,75,NA,NA,25,90,75,190,190,NA,NA,15,15,5,35,35,NA,NA
2018,"RSB","T305607002",20,8,NA,NA,NA,NA,40,8,NA,NA,NA,NA,10,8,NA,NA,NA,NA,"Treatment",1,160,NA,NA,320,NA,NA,80,NA,NA,160,320,80,560,560,NA,NA,40,10,20,70,70,NA,NA
2018,"RSB","T300307001",20,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,12,NA,NA,NA,NA,"Treatment",1,200,NA,NA,NA,NA,NA,180,NA,NA,200,NA,180,380,380,NA,NA,NA,15,20,35,35,NA,NA
2018,"RSB","T304802030",NA,NA,NA,NA,NA,NA,5,8,NA,NA,NA,NA,5,5,NA,NA,NA,NA,"Treatment",1,NA,NA,NA,40,NA,NA,25,NA,NA,NA,40,25,65,65,NA,NA,5,5,NA,10,10,NA,NA
2018,"RSB","T306102001",40,5,NA,NA,NA,NA,5,5,NA,NA,NA,NA,30,5,NA,NA,NA,NA,"Treatment",1,200,NA,NA,25,NA,NA,150,NA,NA,200,25,150,375,375,NA,NA,5,30,40,75,75,NA,NA
2018,"RSB","T305519001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treatment",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T305607004",15,6,NA,NA,NA,NA,20,6,NA,NA,NA,NA,6,5,NA,NA,NA,NA,"Treatment",1,90,NA,NA,120,NA,NA,30,NA,NA,90,120,30,240,240,NA,NA,20,6,15,41,41,NA,NA
2018,"RSB","T302806050",5,5,NA,NA,NA,NA,15,8,NA,NA,NA,NA,15,8,NA,NA,NA,NA,"Treatment",1,25,NA,NA,120,NA,NA,120,NA,NA,25,120,120,265,265,NA,NA,15,15,5,35,35,NA,NA
2018,"RSB","T306102002",30,8,10,8,NA,NA,NA,NA,4,8,NA,NA,15,6,10,5,NA,NA,"Treatment",1,240,80,NA,NA,32,NA,90,50,NA,320,32,140,492,330,162,NA,4,25,40,69,45,24,NA
2018,"RSB","T309708020",30,8,40,5,NA,NA,15,2,10,5,NA,NA,15,8,25,5,NA,NA,"Treatment",1,240,200,NA,30,50,NA,120,125,NA,440,80,245,765,390,375,NA,25,40,70,135,60,75,NA
2018,"RSB","T305607005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treatment",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T308705001",NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,"Treatment",1,NA,25,NA,NA,NA,NA,NA,25,NA,25,NA,25,50,NA,50,NA,NA,5,5,10,NA,10,NA
2018,"RSB","T305602003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treatment",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,"RSB","T308707002",90,12,90,12,NA,NA,50,12,50,12,NA,NA,80,9,80,15,NA,NA,"Treatment",1,1080,1080,NA,600,600,NA,720,1200,NA,2160,1200,1920,5280,2400,2880,NA,100,160,180,440,220,220,NA
2018,"RSB","T305602001",20,5,30,5,NA,NA,15,6,10,8,NA,NA,50,5,22,8,NA,NA,"Control",NA,100,150,NA,90,80,NA,250,176,NA,250,170,426,846,440,406,NA,25,72,50,147,85,62,NA
2018,"RSB","T303007001",20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treatment",1,100,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,100,100,NA,NA,NA,NA,20,20,20,NA,NA
2018,"RSB","T300508099",10,5,NA,NA,NA,NA,30,5,NA,NA,NA,NA,90,5,NA,NA,NA,NA,"Treatment",1,50,NA,NA,150,NA,NA,450,NA,NA,50,150,450,650,650,NA,NA,30,90,10,130,130,NA,NA
2018,"RSB","T308703001",20,5,NA,NA,NA,NA,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treatment",1,100,NA,NA,100,NA,NA,NA,NA,NA,100,100,NA,200,200,NA,NA,20,NA,20,40,40,NA,NA
2018,"RSB","T302608032",35,4,NA,NA,NA,NA,40,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control",NA,140,NA,NA,160,NA,NA,NA,NA,NA,140,160,NA,300,300,NA,NA,40,NA,35,75,75,NA,NA
